codeCPV,count
39137000,1
92533000,1
42417100,1
29715230-5,1
45312310-3,1
24457000-2,1
48814200-9,1
76472000-2,1
44442000-0,1
42620000-8,1
66520000,1
79352200-5,1
55130000-0,1
43415000,1
33115200,1
18440000-5,1
45243510-1,1
42419000,1
35121200-0,1
72263000-6,1
98100000-4,1
66514100,1
42111100,1
64200000-1,1
09230000-0,1
45317400-6,1
74264100-8,1
72212217,1
34131000,1
39151300,1
32232000,1
03333000-4,1
15119600-1,1
34120000,1
45331231,1
44619500,1
48621000-7,1
34711200-6,1
32252000-4,1
09131100-7,1
30237000,1
92532000,1
77310000-7,1
93120000-5,1
35121300-1,1
32553000-4,1
90680000,1
39121200,1
42419530,1
31161400-6,1
42122180,1
42996800,1
77110000,1
10125000-5,1
32551200-2,1
44911100,1
33735000-1,1
42122130,1
48321000-4,1
27110000-9,1
45252121,1
29852300-9,1
79961330,1
22213000,1
72212310-5,1
45236230-1,1
55241000-0,1
44161600,1
45252300,1
44221310-1,1
72120000,1
34311000,1
60116100-5,1
72212600,1
48219200-8,1
03313300-9,1
45100000-7,1
42414000-1,1
51511110-1,1
45262310,1
42511000,1
55531200-6,1
79330000,1
33111710,1
44618420,1
28110000-6,1
18810000,1
32441100-7,1
45261900-0,1
51542100-4,1
01814300-0,1
45111220-0,1
34631200,1
34990000,1
39140000,1
31214120-6,1
71337000-9,1
42222000,1
44431000-0,1
44165300,1
50112111,1
15811400,1
42512500-3,1
16800000,1
50232200,1
24313123-9,1
03212100-1,1
43410000-0,1
60122100-0,1
03310000,1
39141100,1
72212170-1,1
48451000-4,1
72228000-9,1
16120000,1
15311100-2,1
71334000-8,1
18222100-2,1
44112600,1
39298500-2,1
66515410-0,1
92211000-3,1
03417000,1
71350000-1,1
38428000,1
42610000,1
38420000,1
71351924-2,1
34121300,1
44211500,1
42131120,1
43327000-1,1
72266000-7,1
66162000,1
33761000,1
42923100-3,1
42112200,1
31350000-4,1
36672000-2,1
70122100-3,1
44112110-2,1
50911000-4,1
15872300-4,1
44300000,1
15332180-9,1
42413200,1
14410000-8,1
29221510-2,1
24957000,1
14521200,1
71351900,1
31682300-3,1
45234100,1
42111100-1,1
34351000,1
31200000,1
34961100-2,1
42414300-4,1
51214000-5,1
32222000-5,1
39111100-4,1
31352100-9,1
93411000-2,1
60117200-3,1
25244200-5,1
34632100-7,1
71354500,1
31321100-3,1
15872000,1
45260000-4,1
45223320,1
79824000-0,1
45221120-9,1
45312320,1
37412220,1
29833000-7,1
95133000-3,1
45221114-4,1
51313000,1
92512100,1
85120000-6,1
03211900-2,1
48518000-2,1
50512000,1
72212330,1
32210000-8,1
33631600-8,1
31625000-3,1
19210000-1,1
30231100,1
33198000,1
15811510-0,1
34221200-4,1
45236250-7,1
90524000,1
28211500-9,1
48224000-4,1
29834100-5,1
24322220-5,1
72212470,1
48313000-5,1
38432100-3,1
66700000-7,1
72212610-8,1
38431100,1
74231300-0,1
22992000-0,1
31214500-4,1
45223320-5,1
34928210-3,1
79941000-2,1
90400000-0,1
03222300,1
72316000,1
45214630-5,1
16100000-6,1
31213100-3,1
45232150-1,1
48219500-1,1
90742300-3,1
50312510-3,1
32560000,1
44421700-4,1
30195911-1,1
45111210,1
31527300-9,1
51134000,1
39112100-1,1
74240000-2,1
45262211,1
42418910-1,1
75230000-7,1
90731400,1
76472000,1
03221300-9,1
39522540-4,1
38651500-8,1
31224000-2,1
33136000-2,1
76431100-4,1
31120000,1
45212321-2,1
63726400-8,1
31681300-6,1
72212460-1,1
34515100-1,1
44321000,1
50224000-1,1
18235300-8,1
30233300-4,1
79415000-6,1
45251000,1
42131000,1
09121200-7,1
37482000-0,1
42123100-8,1
34921200-1,1
75220000-4,1
80110000,1
15231000-6,1
42515000,1
92351000,1
34221100,1
33651640-6,1
34134100-6,1
30240000-3,1
72212490,1
03221221-1,1
45232450,1
19212510-3,1
42924790-3,1
79342310-9,1
03222340-8,1
16400000,1
74210000-4,1
63724300-3,1
14212210,1
76442000-3,1
63721000-9,1
71322400,1
43262000,1
77231200,1
33131100,1
45451300,1
00000001-0,1
45334000-2,1
39141200-4,1
37313100,1
39531000-3,1
34632100,1
32354200,1
19522000,1
34151000,1
90488000-5,1
33698100-0,1
15251000-2,1
44192000,1
15510000-6,1
50334110,1
39711130,1
22114200-4,1
45100000-9,1
22600000,1
45262320-0,1
34422000,1
45231000-8,1
33121100-5,1
29875000-3,1
45261300-7,1
34632300,1
22472000,1
44531510,1
44411400,1
64216120-0,1
64114000,1
30237131,1
39717100-2,1
33135000-5,1
71313200,1
90732500-2,1
66512000-1,1
30193300-1,1
24612000-7,1
71631470-5,1
85110000,1
17221700-4,1
63721000,1
48952000,1
33771100-6,1
15950000-2,1
03432100-8,1
33192600-8,1
37482000,1
45112441,1
35340000-9,1
98371100,1
63725300-0,1
31712200-2,1
15961100-3,1
48318000-0,1
90122330-0,1
51514000-8,1
45233142-1,1
48442000,1
01112100-6,1
31156000-4,1
03324000-6,1
03411000,1
34211100,1
44613200,1
33197000-7,1
45432114-6,1
39295100-7,1
45232452-5,1
38437000,1
50324000,1
44212220-7,1
72212300-2,1
72511000,1
15112120-3,1
45235200,1
33651620-0,1
42996110-8,1
09134200-0,1
33741300,1
85120000,1
80560000,1
34223340-1,1
19210000,1
30160000,1
38434570,1
90122310-4,1
79571000,1
33263200-3,1
38932000-7,1
22991000-3,1
63712100,1
90630000,1
33138000,1
30121110-7,1
03411000-4,1
50882000,1
44211200-4,1
31100000,1
48461000-7,1
72321000,1
33651660-2,1
42131310-2,1
31214520-0,1
42514310,1
31643000,1
51142000-9,1
74141610-8,1
45212311-9,1
15131420-5,1
48810000-1,1
76300000-6,1
30216110,1
15117000-1,1
66150000-8,1
37452700-8,1
39711100,1
33194100,1
33735100-2,1
42716200-0,1
43313100-1,1
90470000-1,1
50200000-1,1
44421300,1
33111300,1
45212290-2,1
44212321,1
32552330-9,1
48610000,1
03111300-5,1
15235000,1
03111700,1
50312100,1
75210000-1,1
30133100,1
32552400-1,1
34411000-1,1
24951220,1
03140000,1
31421000-3,1
15211100-0,1
48333000-1,1
42100000-0,1
50211000-7,1
43313000-0,1
39531000,1
55400000-4,1
45212180,1
42912330,1
39224200-0,1
24316000-2,1
30233180,1
45313200,1
33192140-5,1
79971100-2,1
55524000,1
33157110-9,1
28112320-9,1
30123400-1,1
45431000-0,1
38570000-1,1
00450000-0,1
37441100-2,1
14830000-8,1
32344270-9,1
70331000,1
90470000-0,1
44440000-6,1
70122100,1
31122100-8,1
44111700-8,1
45112330,1
33791000-1,1
05100000-6,1
92111300,1
37313500-0,1
92217000,1
03440000-0,1
03412000-1,1
31410000-3,1
48400000-2,1
42131130,1
33181300-5,1
39514300,1
29814100-9,1
31524120-2,1
39114000,1
72212220,1
45261300,1
38515200,1
39711360-0,1
66510008-0,1
79821100,1
92312213-7,1
13260000-4,1
55522000-5,1
75242100,1
72514200,1
38945000,1
39515200-7,1
85322000,1
55311000-3,1
50411300-2,1
66818200-5,1
72212442-9,1
28812000-7,1
39510000-0,1
44600000-0,1
45231100-6,1
85111600,1
44221120-2,1
90715100,1
92521220-7,1
45252200-0,1
55523100-0,1
34142100,1
39821000-3,1
15851100,1
15821200,1
34933000,1
35111100,1
03111500-7,1
29522510-2,1
44481000-5,1
92520000,1
38551000-2,1
39560000-5,1
37311300,1
34931300,1
15893200,1
45510000,1
50211000,1
38100000-6,1
29840000-9,1
31532000,1
33925000-0,1
71631430,1
31681000,1
55521200-8,1
72212328,1
20200000-8,1
45112722,1
79995000-5,1
42924730-5,1
32427000,1
42621000-5,1
71351920,1
42112720-8,1
24313300-4,1
34999100-7,1
31216000-3,1
37471000-0,1
92522100-7,1
16710000,1
35112200-4,1
74613000-9,1
34121200-3,1
50312110,1
71230000,1
45231221,1
90522000-2,1
45252100-1,1
34928450,1
15613300,1
03211100-4,1
42418400,1
42912350,1
33697110-6,1
20150000-2,1
28522300-0,1
44112240,1
03212000,1
50243000-0,1
74313143-0,1
55310000-6,1
45251120,1
50232110,1
34513700,1
36121200-7,1
90715110,1
66172000,1
34200000,1
24920000-9,1
50316000,1
48761000,1
03221212-5,1
03461000,1
77600000,1
35821100-6,1
50721000-0,1
44115000,1
35320000,1
66517200-9,1
75120000-3,1
74721210-4,1
14910000-3,1
34144410-5,1
42630000,1
34432000,1
33124100,1
38311210-3,1
34522400,1
15511500-8,1
44111100-2,1
15131640-3,1
72311100-9,1
33191100,1
71314200-1,1
38519660,1
38543000,1
90714100-6,1
30248200-1,1
44111300-4,1
32562000,1
35221000-9,1
31644000-2,1
24954100,1
45212322,1
44167000-8,1
42412110-1,1
72212214-2,1
39811300-3,1
45234220-4,1
77500000-5,1
70220000,1
09112200,1
39531100-4,1
24111800,1
35821000,1
18924000,1
42968000-9,1
72212670-6,1
66114000,1
22212000-9,1
39715240,1
14630000-6,1
66518000,1
75215212-6,1
39293500,1
50915000-2,1
43200000,1
33641000-5,1
63712600,1
45231400-0,1
15614100-6,1
66310000-6,1
35123400,1
90733700,1
63712310-9,1
33141510-8,1
72521000-3,1
39225500,1
44930000-8,1
31321210-7,1
45243300,1
63712700,1
39113400,1
70332100-0,1
18424300,1
90714600,1
28112382-1,1
38435000,1
45111000-2,1
37442300,1
74231410-4,1
51511200-9,1
15911000-7,1
72315000,1
90114100-0,1
28812400-1,1
45234127-2,1
79713000-2,1
37411200-0,1
34931200-4,1
79130000-4,1
03419000,1
44420000-0,1
71354400,1
51100000,1
39713000-3,1
72267200-1,1
75314000,1
45233140-1,1
51330000,1
37442400,1
45300000-9,1
25171000-0,1
32342412,1
25221300-9,1
44521110,1
15130000,1
39715210-2,1
29523121-5,1
79710000-0,1
72240000-9,1
32524000,1
31518200-2,1
74313130-6,1
34600000,1
45232000,1
34622100-4,1
32235000,1
90524100-7,1
42121000,1
34390000-7,1
44192100,1
33711900,1
34121400-5,1
92130000,1
34522250-9,1
32521000-1,1
45261410-9,1
24453000,1
42124200,1
30232130-4,1
28417510-6,1
44912100-7,1
44111510,1
48628000-9,1
39522100,1
66514100-0,1
74821000-0,1
48330000-0,1
45216127-0,1
42512400-2,1
44512200,1
34928230-9,1
54521000,1
77500000,1
90730000,1
32342412-3,1
39221100,1
31682410-7,1
45223821,1
33186200-9,1
31121100-1,1
39236000,1
50344200-0,1
35123500-7,1
17216000-9,1
42131143-0,1
44115700-6,1
90731000-0,1
39522000-7,1
79342321-9,1
64113000-1,1
64212100,1
76200000,1
43312200,1
14400000,1
71335000-0,1
85145000,1
42416400-9,1
71327000-6,1
30237120,1
33185100-1,1
42414220,1
66514120-3,1
16500000-0,1
90732700-4,1
77315000,1
38636100,1
15331110-1,1
72266000,1
71241000-5,1
85149000,1
32324310-6,1
34134100,1
33696300,1
42950000,1
74231200-9,1
28814100-2,1
72212780-0,1
99000000-0,1
30141100,1
50840000-5,1
71222100,1
45232320,1
22453000-0,1
45212211,1
60130000-0,1
37441100,1
37527100-9,1
14212120,1
71313440,1
38730000-1,1
38341300-0,1
32546000-2,1
45248200,1
42112000-5,1
15831600-8,1
38434530-0,1
39222110-8,1
71333000-1,1
98336000-7,1
45262423-2,1
45232310-8,1
45110000-0,1
39143100,1
28813310-0,1
32422000-7,1
22211000-2,1
42390000-6,1
24132122-9,1
33141820,1
25270000-4,1
31524000,1
42419000-6,1
33172000,1
39221140-0,1
24510000-2,1
45215000-8,1
43240000-7,1
72417000,1
72212732-9,1
30195900-1,1
15625000-5,1
45442190,1
29823000-4,1
44221220,1
90642000,1
45252000,1
15530000,1
90522100-3,1
32344210,1
63122000-0,1
22817000,1
19240000,1
33165000-4,1
15543000-6,1
45261210-0,1
03222330-5,1
39143300-9,1
29713300-3,1
29521210-2,1
09320000,1
92312130-1,1
44113800-3,1
92331100-1,1
22510000-8,1
44113600,1
73300000-5,1
44111600-7,1
28823100-8,1
24322220,1
29522610-3,1
75242000-4,1
64216000,1
31321200,1
50312200,1
15611000-4,1
39315000,1
45310000-0,1
15893000-0,1
24311310,1
38434580-5,1
03000000,1
77310000-0,1
22461000-9,1
36420000-1,1
14721000,1
33711200,1
28863121-3,1
34950000,1
92312110-5,1
75311000,1
39531310-9,1
45261100-4,1
60600000,1
31681500,1
24610000-3,1
92351000-6,1
71541000-0,1
72212760,1
72212932-1,1
15241800-7,1
33711640,1
09343000,1
33134000-8,1
66514140-9,1
17211100-5,1
40330000-4,1
15613310-4,1
90916000-1,1
18831000,1
79500000,1
34221100-3,1
33652300-8,1
03221211-8,1
15332410-1,1
34946210-5,1
51550000-2,1
15612000,1
15119300-8,1
16700000-5,1
30193600-4,1
50114200,1
45232411-0,1
37412241-0,1
45112430-8,1
90490000,1
74400000-3,1
31682110-4,1
03221111-7,1
15131600-1,1
44211000-3,1
24453000-4,1
51543200-2,1
45259300,1
42415000,1
29852500-1,1
31518200,1
45251240,1
73100000,1
32230000,1
29221500-9,1
09344000,1
90721300,1
45111300,1
60120000,1
44621000-9,1
30213500,1
44621221-4,1
42161000,1
48814000,1
50231000-3,1
34514700,1
72212442,1
66162000-3,1
72222200-9,1
31214000,1
44165000-4,1
31518300-3,1
45262522-0,1
72541000,1
44232000-5,1
44611200-8,1
71321400-8,1
45233144,1
50531000-6,1
38126000,1
45442121,1
37451710,1
42961000,1
42211100-9,1
35113420-9,1
24456000,1
33721000-0,1
45234121-0,1
45421000-0,1
42963000-4,1
90500000-5,1
14320000,1
44212410-6,1
34946220-8,1
71313100,1
15615000-2,1
19212300,1
42512300,1
44621100,1
33195000,1
44619500-7,1
73431000-2,1
43812000-8,1
31682210-5,1
42923000-2,1
85312120-6,1
28811000-0,1
80415000,1
45215215-7,1
31682500-5,1
74271700-6,1
44192100-3,1
30121120-0,1
33141100-1,1
34928330,1
34390000,1
44520000-1,1
39241120-0,1
03313000-6,1
30210000-4,1
16150000-1,1
14800000-9,1
33651630,1
19000000,1
50511100,1
14212400,1
31621100-6,1
74231420-7,1
21232300-1,1
15613300-1,1
34144410,1
73111000,1
39226210,1
31161000,1
44423300-4,1
15800000-0,1
33640000-8,1
28213000-8,1
09122000-0,1
92312200,1
44173000-3,1
80610000-3,1
90912000-3,1
15842100,1
72221000-0,1
71241000-1,1
50312100-6,1
38511100,1
28815000-8,1
32343000,1
42416300,1
32426000-5,1
45255800-7,1
15612150-7,1
28814200-3,1
45216200,1
39711124,1
34913700-7,1
16141000-5,1
39812500,1
42416130-5,1
42995000,1
33630000-5,1
42122420-0,1
28213400-2,1
44613200-2,1
90721100-8,1
38820000-9,1
34522300-5,1
92534000-3,1
39515100,1
15612100-2,1
31524120,1
15842400-6,1
03222332-9,1
32410000,1
35113000-9,1
31216200,1
37452720-4,1
79311000-1,1
28815300-1,1
15891500-5,1
45222200-1,1
45234128-9,1
79510000,1
33711200-9,1
42931100,1
74273200-5,1
45231000,1
33741000-6,1
44522000,1
15113000-0,1
72212730,1
63520000,1
38923000-1,1
38527200,1
30249400-0,1
71322500,1
39113600,1
38127000-1,1
50740000-4,1
29221829-1,1
51543400-4,1
15115100,1
20311100-0,1
23111200-0,1
45344200-2,1
37472000-7,1
44511120,1
24964000,1
45316211,1
79413000,1
70110000-5,1
51550000,1
01210000-2,1
85121281,1
28813000-4,1
33651500-3,1
50323100,1
75230000,1
45231113-0,1
63722000-6,1
30199200-2,1
33772000,1
93500000-3,1
44162200-5,1
44614310-3,1
45247110,1
90122124-3,1
48316000-6,1
31211000-8,1
39530000-6,1
31612300-2,1
33193120-6,1
11100000-1,1
45216111,1
71336000-0,1
30232140,1
37471000,1
50430000-8,1
42912300,1
92111220-0,1
44316300-1,1
45252140,1
33184100-4,1
24451000,1
50840000,1
37535200-0,1
77315000-1,1
28815210-3,1
42122400,1
50311000-8,1
34220000,1
33196000-0,1
44462000-6,1
48780000,1
44176000-4,1
30144000-0,1
45343000-0,1
36524000-0,1
33141560,1
79635000,1
85145000-7,1
30237200-1,1
15331170-0,1
15221000-0,1
77231300-1,1
50334130-5,1
92522100,1
74232200-6,1
48300000-1,1
32546000,1
38425000,1
45215210-5,1
50312320-4,1
45212225,1
64112000,1
33682000-4,1
39722100,1
45221117,1
92331000-0,1
30199761-2,1
72212521-7,1
37810000,1
37524500-2,1
34144760-3,1
44831100-5,1
34133100,1
50327200-4,1
34144211-0,1
50750000-8,1
74732000-9,1
85323000,1
66514000,1
63712310,1
31521000,1
33162200-5,1
39831220-4,1
33181100,1
03115110-4,1
33157400,1
75222000-8,1
15311200-3,1
37524900-6,1
42131110,1
51112100-1,1
50951130-6,1
14712000-5,1
35321100-1,1
15511100-4,1
45212413-4,1
74141620-1,1
45112723-1,1
38653000-7,1
48700000,1
71317200-1,1
45343100,1
42161000-5,1
31321500-7,1
39121100-7,1
34144300-1,1
33182210,1
43313100,1
79716000,1
44212313,1
33113000,1
45432200,1
31130000-6,1
29231111-8,1
85312100-0,1
44424200-0,1
15234000-7,1
15713000-9,1
15830000,1
38554000-3,1
45112713,1
20410000-3,1
37415000,1
14213300-0,1
71356100-0,1
42300000-9,1
34997210-7,1
33910000,1
45233122,1
15833000-6,1
65410000,1
33641400,1
50210000,1
09134232,1
71631420-0,1
45213280-9,1
42414400,1
48444100,1
35121500-3,1
32412110,1
79633000-0,1
63727000-1,1
28221200-9,1
45233129-9,1
78230000-8,1
42350000,1
24313111-2,1
66519300-4,1
34522400-6,1
74100000-0,1
50225000,1
22456000-1,1
80200000,1
14221000-6,1
60123300-9,1
43300000,1
45331210-0,1
31213400,1
42418940-0,1
45000007-7,1
72300000-8,1
45233150-5,1
16000000-0,1
64214100-0,1
34328100-3,1
03222331-2,1
79999200-5,1
34223000-6,1
39563500,1
33141110,1
45247200-2,1
80513000-3,1
37321000-4,1
43830000,1
18230000,1
33161000-6,1
38421110-6,1
30244000-1,1
45237000-0,1
09310000-1,1
44812400,1
05000000-5,1
33926000,1
24312123-2,1
44330000,1
31170000,1
72212422,1
45235210-8,1
24320000,1
42993100,1
24312123,1
91100000-5,1
39714100-1,1
32417000-9,1
31219000,1
33170000-2,1
33711800-5,1
09241000,1
30199130,1
79971100,1
33141760-5,1
98371111,1
33264000-8,1
33949000-4,1
71632000,1
42993100-4,1
30123610,1
09132200-5,1
09131000,1
33162100-4,1
50334100-6,1
33113100,1
29221531-5,1
31514000,1
50118100,1
48813100-1,1
39522520-8,1
29521351-2,1
90315200-0,1
19630000-1,1
29124150-0,1
48814400-1,1
42141410-6,1
33124100-6,1
71314310,1
72317000,1
63516000,1
45111320,1
50320000,1
66517100-8,1
42921330-0,1
24455000,1
34310000,1
33168000,1
44611410-3,1
37535220-5,1
64228100-1,1
45312330-9,1
45421100-4,1
14420000-1,1
34144751-7,1
48620000,1
92122000-2,1
78114100-0,1
45232330,1
39298000-7,1
37823800-1,1
24951300-8,1
33112000,1
37529100,1
45234250,1
24951311-8,1
48441000,1
03212210-5,1
32310000-6,1
32415000,1
42513210-0,1
44115900,1
34114122,1
45233330,1
44912400,1
42520000,1
15893000,1
03212200-2,1
34224000,1
80521000,1
22841000-7,1
63712210,1
44163100-1,1
29811110-1,1
45247100-1,1
51511100-0,1
39174000,1
42662000,1
38552000,1
22471000-2,1
24315100,1
45221210-7,1
30216130-6,1
75251000-0,1
90315100-9,1
50430000,1
75250000-0,1
45421112-2,1
18812000,1
09211820-5,1
31623300-2,1
51610000-1,1
51110000-0,1
25122220-0,1
33450000-9,1
79613000,1
98341000,1
09321000,1
30245200-0,1
03212100,1
33141625-7,1
35240000-8,1
85121000-3,1
35113460-1,1
31731100,1
31411000,1
72318000,1
17222110-8,1
15930000,1
44613000,1
33651000-8,1
44112510-6,1
24951400-9,1
45234230,1
39713430,1
39512000,1
33720000-3,1
24410000-1,1
03212200,1
44162100-4,1
30250000-6,1
15891300-3,1
38433210-4,1
44531500-6,1
42124100-5,1
34992100,1
90122340-3,1
33711700-4,1
33696600,1
48170000-0,1
74232000-4,1
32344280-2,1
45212352-8,1
32333000,1
98511000,1
09241000-0,1
42636000,1
63712500-8,1
34513250-3,1
30231000,1
92220000,1
45232311,1
34134000,1
33681000,1
44231000-8,1
42924720-2,1
32523000,1
44161500,1
60116000-4,1
45313200-6,1
32354200-1,1
38400000,1
32354000-9,1
42132200-5,1
43320000,1
64212100-6,1
79212500-8,1
39181000,1
45215120,1
03111200-4,1
33193100-0,1
29231000-7,1
39291000,1
30199700,1
39515410,1
34144400,1
71540000,1
30197620,1
39525300-1,1
70100000-2,1
31224100-3,1
90714100,1
42999100-6,1
45247110-4,1
31711100-4,1
44164100,1
71351611-9,1
15112100-0,1
18821000-0,1
31521330-6,1
45223820,1
39143114,1
29242410-4,1
80212000-3,1
28218330-5,1
71351611,1
29851310-5,1
39143114-8,1
45234111-7,1
74262000-3,1
50115100,1
34144440-4,1
34928480-1,1
28861110-9,1
33141600-6,1
03114100,1
74252000-0,1
45214640,1
71321400,1
33171000-9,1
42962100-8,1
35123500,1
50333200-0,1
33141620-2,1
32323400-7,1
30194220-3,1
34928220-6,1
14500000,1
72254000-0,1
45243400,1
55000000,1
44423750-3,1
14522400,1
07133000-0,1
33192100,1
45251230-2,1
66519200-3,1
79342100,1
15940000,1
44200000-2,1
29868000-1,1
75252000,1
39000000,1
24111700,1
33121400-8,1
30199763-6,1
44161110-0,1
14614000-8,1
09324000-6,1
42716100,1
44616200-3,1
51900000,1
64115000-5,1
72212443,1
39811200,1
42413200-6,1
48481000,1
35111510-3,1
76211100,1
15331170,1
45221250,1
18114000-1,1
90513900-4,1
34630000-2,1
45214420,1
15545000-0,1
44411300-7,1
45262680,1
71242000-1,1
71300000-0,1
74141300-2,1
44619100-3,1
72212215-9,1
42122430-3,1
71326000-9,1
45333100-1,1
48332000,1
04112410-5,1
42113390,1
39518000-6,1
39295200,1
79421100,1
37453600,1
39711420-9,1
18143000-0,1
45235311-6,1
48329000,1
48222000-0,1
77830000-7,1
48161000,1
45261221-9,1
38425100-1,1
14110000-5,1
39143000,1
45331000-1,1
43312000-0,1
22114000,1
79997000-9,1
90123100-6,1
71351710,1
15331134-5,1
35226100-1,1
75231240-0,1
79342400-7,1
71318100,1
33111400-5,1
31124000,1
79821100-6,1
15331460-9,1
33111100-2,1
90200000-9,1
34513200,1
44511341-7,1
32332100-0,1
34111200,1
34114121,1
28825100-2,1
45452100,1
79631000-6,1
34995000-8,1
74614000-6,1
44530000-4,1
37432000,1
66190000-8,1
17221000-7,1
09121000-3,1
